Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Income_imp,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Age,Child,MntTotal,Recency_u50,TotalPurchses,Enr_year,Enr_quarter,Enr_month,Log_Income,Interaction_1,Interaction_2,Interaction_3,Interaction_4,Interaction_5,Interaction_6,Tree_1,Tree_2,Tree_3,Response
1954,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,1,0,0,1,0,0,0,69,1,1338,1,17,2013,1,2,11.185407023221142,200700,5352,5352,600,600,16,0,0,0,0
1954,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,1,0,0,1,0,0,0,69,1,1338,1,17,2013,1,2,11.185407023221142,200700,5352,5352,600,600,16,0,0,0,0
1967,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,1,0,0,0,1,0,56,1,1128,1,25,2013,4,12,10.989267862388859,102648,2256,4512,182,364,8,0,1,0,0
1957,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,1,0,0,0,1,0,0,66,1,22,1,3,2012,4,12,9.99852496787088,66,0,88,0,12,0,0,1,0,0
1957,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,1,0,0,0,1,0,0,66,1,22,1,3,2012,4,12,9.99852496787088,66,0,88,0,12,0,0,1,0,0
1957,51381.5,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,1,0,0,0,1,0,1,0,0,66,1,603,1,17,2012,4,11,10.847033464476734,31959,1206,2412,106,212,8,0,0,0,0
1972,69209.0,0,0,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,0,1,0,0,51,0,1782,1,14,2012,3,9,11.144886190952446,228096,5346,7128,384,512,12,1,0,0,0
1989,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,1,0,0,0,1,0,0,34,1,72,1,7,2014,1,3,10.37123864672857,360,0,360,0,25,0,0,1,0,0
1987,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,0,0,0,1,0,0,1,0,36,0,1658,1,14,2014,1,2,11.211874424779493,79584,9948,8290,288,240,30,0,0,0,1
1987,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,1,0,0,1,0,0,36,0,80,1,5,2013,1,2,10.321868885910838,1600,0,400,0,100,0,0,1,0,0
1985,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,0,0,0,1,0,0,0,1,0,0,38,1,68,1,5,2013,3,8,9.969041183275566,2108,68,340,31,155,5,0,1,0,1
1969,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,1,0,0,0,1,0,0,54,1,16,1,3,2013,2,6,10.177476297855906,64,0,80,0,20,0,0,1,0,0
1989,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,0,0,1,0,0,1,0,0,34,0,1062,1,25,2013,2,5,11.358724783892928,35046,9558,5310,297,165,45,0,1,0,0
1974,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,0,0,1,0,0,1,0,0,0,49,0,1112,1,28,2013,2,5,11.53948949609578,164576,10008,5560,1332,740,45,0,1,0,1
1971,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,1,0,0,0,0,1,0,52,1,1001,1,23,2013,2,4,10.974214637714702,80080,3003,5005,240,400,15,0,1,0,0
1978,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,1,0,0,0,0,1,0,45,1,57,1,6,2012,4,12,8.922658299524402,1425,57,285,25,125,5,0,1,0,0
1984,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,0,0,0,0,1,0,0,0,1,0,39,0,35,1,3,2012,4,10,9.846387960495555,525,35,175,15,75,5,0,1,0,1
1986,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,1,0,0,0,0,1,0,0,37,1,57,1,5,2012,4,10,9.924514919728203,969,0,285,0,85,0,0,1,0,0
1986,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,1,0,0,0,0,1,0,0,37,1,57,1,5,2012,4,10,9.924514919728203,969,0,285,0,85,0,0,1,0,0
1957,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,1,1,0,0,0,66,1,32,1,4,2012,3,9,10.631929480490411,32,0,160,0,5,0,0,1,0,0
1949,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,0,0,0,0,1,0,0,1,0,0,74,1,874,1,22,2012,3,7,10.818016733790623,36708,4370,4370,210,210,25,0,0,0,1
1949,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,0,0,0,0,1,0,0,1,0,0,74,1,874,1,22,2012,3,7,10.818016733790623,36708,4370,4370,210,210,25,0,0,0,1
1959,79823.0,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,0,0,1,0,0,0,1,0,0,64,1,1518,1,22,2014,1,3,11.287566962461714,65274,13662,9108,387,258,54,1,0,0,0
1954,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,0,0,1,0,0,1,0,0,0,69,0,1789,1,16,2014,1,3,11.358409718514256,91239,7156,10734,204,306,24,0,0,0,1
1965,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,1,1,0,0,0,58,1,20,1,3,2014,3,9,10.758434654169232,20,0,120,0,6,0,0,1,0,0
1976,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,1,0,1,0,0,47,1,1416,1,20,2013,4,11,11.133084242999656,113280,12744,8496,720,480,54,1,0,0,0
1984,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,1,0,1,0,0,39,1,153,1,8,2013,3,9,10.549936130086833,459,153,918,3,18,6,0,1,0,0
1972,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,1,0,0,0,1,0,51,1,92,1,6,2013,3,9,10.745550305055986,736,0,552,0,48,0,0,1,0,0
1972,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,1,0,0,0,1,0,51,1,92,1,6,2013,3,9,10.745550305055986,736,0,552,0,48,0,0,1,0,0
1976,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,1,0,0,1,0,0,47,1,31,1,4,2013,2,6,10.327447243280456,217,0,186,0,42,0,0,1,0,0
1976,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,1,0,0,1,0,0,47,1,31,1,4,2013,2,6,10.327447243280456,217,0,186,0,42,0,0,1,0,0
1979,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,1,0,0,0,0,1,0,44,1,943,1,22,2013,1,3,11.004629971057863,85813,3772,5658,364,546,24,0,1,0,0
1965,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,1,0,0,0,1,0,0,58,1,25,1,3,2013,4,12,10.297959119169427,200,0,150,0,48,0,0,1,0,0
1965,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,1,0,0,0,1,0,0,58,1,25,1,3,2013,4,12,10.297959119169427,200,0,150,0,48,0,0,1,0,0
1947,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,1,0,0,0,1,0,0,76,0,1376,1,24,2013,1,1,11.160825752963293,262816,6880,8256,955,1146,30,1,0,0,1
1962,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,1,0,0,0,1,0,0,61,1,393,1,13,2013,3,8,10.936333900428618,18864,786,2358,96,288,12,0,1,0,0
1990,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,1,0,0,0,0,1,0,0,33,0,263,1,8,2012,4,12,10.097367058163812,28404,263,1578,108,648,6,0,0,0,0
1969,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,1,0,1,0,0,54,0,1670,1,14,2012,4,12,11.134034125797095,80160,5010,10020,144,288,18,0,0,0,0
1976,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,0,0,0,0,0,1,0,1,0,0,47,1,877,1,21,2012,4,11,10.922767991922107,93839,4385,5262,535,642,30,0,1,0,1
1973,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,1,0,0,0,1,0,0,50,1,502,1,15,2012,3,9,10.801492106722966,34638,1506,3012,207,414,18,0,1,0,0
1961,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,1,0,0,0,0,1,62,1,1072,1,24,2012,3,9,10.988406514072235,70752,6432,6432,396,396,36,0,1,0,0
1987,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,1,0,0,0,1,0,0,36,0,1364,1,28,2012,2,5,11.118845301728628,165044,6820,8184,605,726,30,1,0,0,0
1960,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,1,0,0,1,0,0,63,1,326,1,12,2012,3,8,10.32620301405082,8476,652,1956,52,156,12,0,1,0,0
1977,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,1,0,0,0,1,0,46,1,70,1,5,2014,2,6,10.369671395678997,1610,0,490,0,161,0,0,1,0,0
1992,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,0,0,0,1,0,0,0,0,1,0,31,0,1650,1,22,2014,1,1,11.332937183969946,242550,16500,11550,1470,1029,70,0,0,0,1
1979,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,0,1,0,0,0,1,0,0,44,0,1738,1,19,2014,1,3,11.410892739405076,99066,10428,12166,342,399,42,1,0,0,0
1978,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,1,0,0,0,1,0,45,0,1281,1,18,2013,4,12,11.12861501093446,61488,7686,8967,288,336,42,0,0,0,0
1972,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,1,0,0,1,0,0,51,1,325,1,11,2013,4,11,10.892303576214507,23075,1300,2275,284,497,28,0,1,0,0
1973,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,0,1,0,0,0,1,0,0,50,1,936,1,22,2013,3,8,10.875118379443448,59904,7488,6552,512,448,56,0,1,0,0
1976,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,1,0,0,0,1,0,0,47,1,48,1,5,2013,3,9,10.086933476991792,240,0,336,0,35,0,0,0,0,0
1979,7500.0,1,0,7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,1,0,0,1,0,0,44,1,53,1,7,2013,3,7,8.922658299524402,1113,106,371,42,147,14,0,1,0,0
1955,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,1,0,0,0,1,0,0,68,1,252,1,11,2012,4,10,10.659280839746344,0,252,1764,0,0,7,0,0,0,1
1955,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,1,0,0,0,1,0,0,68,1,252,1,11,2012,4,10,10.659280839746344,0,252,1764,0,0,7,0,0,0,1
1973,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,1,0,0,0,0,1,0,0,50,1,103,1,7,2012,1,2,9.1821466376054,4326,103,721,42,294,7,0,0,0,1
1975,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,0,0,0,0,0,1,0,1,0,0,48,0,557,1,22,2012,4,12,11.371776561208646,35091,5570,3899,630,441,70,0,1,0,1
1972,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,1,0,0,0,1,0,0,51,1,24,1,3,2014,1,3,10.324399409633317,120,0,192,0,40,0,0,1,0,0
1952,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,1,0,1,0,0,71,1,233,1,10,2014,1,3,10.906854659287504,2097,233,1864,9,72,8,0,1,0,0
1982,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,1,0,0,0,1,0,0,41,1,54,1,7,2014,1,2,9.875293818165346,540,54,432,10,80,8,0,1,0,1
1956,69245.0,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,1,0,0,1,0,0,67,1,843,1,21,2014,1,1,11.145406219276818,51423,4215,6744,305,488,40,0,1,0,0
1963,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,0,0,1,1,0,0,0,60,0,1958,1,18,2013,4,12,11.197776267859995,107690,9790,15664,275,440,40,0,0,0,1
1953,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,1,0,0,0,1,0,0,70,1,20,1,3,2013,2,4,10.793146793409365,20,0,160,0,8,0,0,0,0,0
1990,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,0,1,0,0,33,0,1627,1,21,2013,4,11,11.20758167184534,294487,14643,13016,1629,1448,72,0,0,0,1
1944,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,1,0,0,1,0,79,0,1167,1,27,2013,2,5,11.323168332673653,25674,9336,9336,176,176,64,0,1,0,0
1981,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,1,0,0,1,0,0,42,1,66,1,6,2013,1,3,10.477935652999067,726,0,528,0,88,0,0,1,0,0
1975,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,1,1,0,0,0,48,1,811,1,21,2013,3,9,11.011290807905823,12165,3244,6488,60,120,32,0,1,0,0
1956,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,1,0,0,0,1,0,0,67,1,797,1,19,2013,3,7,11.068043624498273,107595,7173,6376,1215,1080,72,0,1,0,1
1965,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,1,0,0,0,0,1,0,58,1,530,1,16,2013,3,7,11.027751343506385,18020,1060,4240,68,272,16,0,1,0,0
1962,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,0,0,0,0,1,0,0,0,1,61,0,1766,1,14,2013,3,9,11.179827528987964,282560,5298,14128,480,1280,24,0,0,0,1
1951,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,1,0,0,0,1,72,1,606,1,18,2013,4,11,11.122545994280104,3636,1818,4848,18,48,24,0,1,0,0
1981,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,1,0,0,0,1,0,0,42,1,470,1,15,2013,2,5,10.903862046781907,11750,940,3760,50,200,16,0,1,0,0
1953,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,1,0,0,1,0,70,1,1099,1,26,2013,1,3,11.068324440113466,23079,9891,8792,189,168,72,0,1,0,0
1951,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,1,0,1,0,0,72,1,1039,1,24,2013,1,2,11.15198429074153,59223,7273,8312,399,456,56,0,1,0,0
1952,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,1,0,0,0,0,1,0,71,1,407,1,14,2013,1,1,10.778080906854074,8954,1221,3256,66,176,24,0,1,0,0
1960,67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,0,0,1,0,0,0,1,0,0,63,1,1016,1,24,2013,4,10,11.12307776775714,56896,4064,8128,224,448,32,0,1,0,0
1971,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,1,0,0,0,1,0,0,52,1,318,1,12,2013,1,1,10.451608961045816,4770,636,2544,30,120,16,0,0,0,1
1971,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,1,0,0,0,1,0,0,52,1,318,1,12,2013,1,1,10.451608961045816,4770,636,2544,30,120,16,0,0,0,1
1969,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,1,0,0,0,1,0,0,54,1,316,1,12,2012,4,12,10.79450150122549,0,316,2528,0,0,8,0,0,0,1
1988,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,0,0,1,0,0,1,0,0,35,1,92,1,7,2012,4,12,9.662434580678351,2392,0,736,0,208,0,0,0,0,0
1952,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,1,0,0,0,71,1,302,1,11,2012,4,10,10.749570389366786,12986,302,2416,43,344,8,0,1,0,1
1977,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,1,0,0,0,1,0,0,46,0,1869,1,16,2012,4,11,11.225043372515781,160734,11214,14952,516,688,48,0,0,0,0
1945,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,0,1,0,78,0,145,1,7,2014,2,5,10.727136541160231,3625,145,1305,25,225,9,0,0,0,1
1945,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,1,0,0,1,0,78,0,277,1,27,2014,2,5,11.641617667579085,831,0,2493,0,27,0,0,1,0,0
1987,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,1,0,0,0,0,1,0,36,1,311,1,12,2014,2,5,10.952559395644101,5287,622,2799,34,153,18,0,1,0,0
1972,24434.0,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,1,0,0,0,1,0,0,51,1,50,1,5,2014,2,5,10.103730883964005,850,50,450,17,153,9,0,1,0,0
1971,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,0,0,0,0,0,1,0,1,0,0,52,1,72,1,5,2014,1,3,10.522072811769169,504,144,648,14,63,18,0,1,0,1
1958,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,1,0,0,0,0,1,0,65,1,21,1,3,2014,1,3,10.717967018263598,63,0,189,0,27,0,0,1,0,0
1977,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,1,0,0,0,1,0,0,46,1,49,1,4,2014,1,1,10.40964228465222,784,0,441,0,144,0,0,1,0,0
1950,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,0,0,0,1,0,0,0,0,1,73,1,556,1,17,2014,1,1,11.080078882520827,5560,1668,5004,30,90,27,0,1,0,0
1975,34176.0,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,1,0,0,1,0,0,48,1,28,1,4,2014,1,1,10.439278922319867,56,0,252,0,18,0,0,1,0,0
1968,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,1,0,0,0,1,0,55,1,396,1,13,2014,1,1,10.820058245217599,16632,396,3564,42,378,9,0,1,0,0
1948,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,0,1,0,0,0,1,0,0,75,0,1899,1,20,2014,1,1,11.433276013294748,225981,18990,17091,1190,1071,90,1,0,0,0
1970,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,1,0,1,0,0,0,53,1,235,1,10,2013,4,12,10.920202637237164,4465,235,2115,19,171,9,0,1,0,0
1963,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,1,1,0,0,0,60,1,331,1,12,2013,2,5,10.795465099828,7944,662,2979,48,216,18,0,1,0,0
1982,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,0,0,1,0,1,0,0,41,0,1919,1,19,2013,3,7,11.34058196141745,0,11514,17271,0,0,54,1,0,0,1
1982,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,0,0,1,0,1,0,0,41,0,1919,1,19,2013,3,7,11.34058196141745,0,11514,17271,0,0,54,1,0,0,1
1971,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,1,0,0,0,1,0,52,1,167,1,8,2013,2,4,10.590692110640395,2672,167,1503,16,144,9,0,0,0,1
1975,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,1,1,0,0,0,48,0,1293,1,19,2013,1,1,11.214047619757713,15516,5172,11637,48,108,36,0,0,0,0
1965,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,1,0,0,0,0,1,0,58,1,654,1,17,2013,2,4,10.662422473634077,73248,1962,5886,336,1008,27,0,0,0,1
1944,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,1,0,0,0,1,0,0,79,0,746,1,20,2013,1,3,11.08636439356733,15666,2238,6714,63,189,27,0,1,0,0
1961,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,1,0,0,0,1,0,0,62,1,138,1,7,2013,1,3,10.503504675098267,2760,138,1242,20,180,9,0,0,0,0
1952,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,1,0,0,1,0,0,71,1,275,1,11,2013,1,3,10.686841000982222,5500,550,2475,40,180,18,0,0,0,1
1965,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,0,0,0,1,0,0,0,1,0,0,58,0,692,1,19,2013,1,2,10.933928061100904,35292,692,6228,51,459,9,0,0,0,1
1958,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,1,0,0,0,1,0,0,65,1,1115,1,19,2012,4,11,11.084416883693452,170595,6690,10035,918,1377,54,0,1,0,0
1955,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,1,0,0,1,0,0,0,68,1,365,1,13,2012,1,3,10.808333036725541,6205,365,3285,17,153,9,0,0,0,0
1961,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,1,0,1,0,0,62,1,9,1,3,2014,2,6,10.391545958948146,9,0,90,0,10,0,0,1,0,0
1979,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,1,0,0,0,1,0,44,1,69,1,6,2014,2,4,9.720345659358271,483,69,690,7,70,10,0,1,0,1
1971,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,1,0,0,1,0,0,52,1,63,1,7,2014,2,4,10.19802109993701,567,63,630,9,90,10,0,1,0,0
1968,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,1,0,0,0,1,0,0,55,1,182,1,8,2014,1,1,10.845192587738747,5460,182,1820,30,300,10,0,1,0,0
1973,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,1,0,0,1,0,0,50,1,76,1,6,2014,1,3,10.670117509855876,608,0,760,0,80,0,0,1,0,0
1969,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,1,0,0,0,1,0,0,54,0,725,1,18,2014,4,10,11.204332951823536,94250,1450,7250,260,1300,20,0,1,0,0
1992,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,0,0,1,0,0,0,0,1,0,0,31,1,62,1,5,2013,4,11,9.755915188068993,1364,62,620,22,220,10,0,0,0,0
1961,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,0,0,1,0,62,0,1449,1,18,2013,4,11,11.367078546623057,53613,5796,14490,148,370,40,0,0,0,1
1983,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,0,0,0,0,0,1,0,1,0,0,40,1,63,1,4,2013,4,10,10.421358301028755,1512,63,630,24,240,10,0,0,0,1
1980,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,1,0,0,1,0,0,43,1,50,1,5,2013,1,2,10.131817630537638,900,0,500,0,180,0,0,1,0,0
1952,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,1,0,0,0,1,0,0,71,1,463,1,14,2013,3,9,11.050858258838009,26854,1852,4630,232,580,40,0,1,0,0
1976,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,1,0,0,1,0,0,47,1,22,1,4,2013,3,8,10.200141754786113,44,0,220,0,20,0,0,1,0,0
1976,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,1,0,0,1,0,0,47,1,22,1,4,2013,3,8,10.200141754786113,44,0,220,0,20,0,0,1,0,0
1948,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,1,0,1,0,0,75,1,183,1,9,2013,3,8,10.727202363111877,183,183,1830,1,10,10,0,1,0,0
1957,47320.0,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,1,0,0,0,1,0,0,66,1,414,1,14,2013,1,1,10.764688318092324,7866,414,4140,19,190,10,0,1,0,0
1976,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,1,1,0,0,0,47,1,1034,1,23,2013,3,7,11.158804399961877,137522,3102,10340,399,1330,30,0,1,0,0
1976,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,1,1,0,0,0,47,1,1034,1,23,2013,3,7,11.158804399961877,137522,3102,10340,399,1330,30,0,1,0,0
1986,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,1,0,0,1,0,0,37,1,47,1,4,2013,3,8,10.24252791726305,235,0,470,0,50,0,0,1,0,0
1954,50501.0,1,1,10,297,0,38,13,0,152,7,5,4,4,6,0,0,0,1,0,0,0,1,0,0,69,1,500,1,13,2013,2,6,10.829748417047593,76000,2000,5000,608,1520,40,0,1,0,1
1969,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,1,0,0,0,1,0,0,54,1,282,1,11,2013,1,3,10.983884952783333,7896,282,2820,28,280,10,0,1,0,0
1949,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,0,0,1,0,0,0,1,0,0,74,0,1381,1,20,2013,1,2,11.147238606870477,58002,5524,13810,168,420,40,1,0,0,1
1971,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,0,0,0,1,0,0,1,0,0,52,1,59,1,4,2013,4,10,10.46817616619227,1062,59,590,18,180,10,0,1,0,1
1971,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,0,0,0,1,0,0,1,0,0,52,1,59,1,4,2013,4,10,10.46817616619227,1062,59,590,18,180,10,0,1,0,1
1968,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,0,0,1,0,0,1,0,0,0,55,0,1442,1,21,2012,2,6,11.234440964872489,43260,5768,14420,120,300,40,0,0,0,1
1982,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,1,0,0,0,1,0,0,41,0,1555,1,19,2012,3,9,11.143440247294745,147725,9330,15550,570,950,60,1,0,0,1
1982,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,1,0,0,0,1,0,0,41,0,1555,1,19,2012,3,9,11.143440247294745,147725,9330,15550,570,950,60,1,0,0,1
1994,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,0,0,1,0,0,0,1,0,0,29,0,1378,1,20,2014,1,2,11.291455512408028,35828,9646,15158,182,286,77,0,0,0,0
1970,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,1,0,0,1,0,0,0,53,1,602,1,17,2014,3,7,11.077717387662826,32508,3010,6622,270,594,55,0,1,0,1
